movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. e4 e5 2. d4 Qf6 3. dxe5 Qxe5 4. Qe2 Nf6 5. Nf3 Qxe4 6. Qxe4+ Nxe4 7. Nbd2 Nxd2 8. Bxd2 g6 9. Bc3 Rg8 10. Ng5 Bg7 11. Bxg7 Rxg7 12. O-O-O b6 13. Re1+ Kf8 14. Be2 Bb7 15. Bf3 Bxf3 16. Nxf3 f6 17. Nd4 Nc6 18. Nxc6 dxc6 19. Re6 Re8 20. Rxf6+ Kg8 21. Rxc6 Re2 22. Rf1 Rd7 23. b3 Rdd2 24. Rd1 Rxd1+ 25. Kxd1 Rxf2 26. Rxc7 Rxg2 27. Rxa7 Rxh2 28. Rb7 g5 29. Rxb6 g4 30. Rb4 g3 31. Rg4+ Kh8 32. Rxg3 Rh1+ 33. Kd2 h5 34. c4 h4 35. Re3 h3 36. c5 Kg7 37. c6 Kg6 38. c7 Kg5 39. c8=Q h2 40. Qh3 Kf6 41. Qf3+ Kg6 42. Qxh1 Kf5 43. Qxh2 Kf6 44. Qf2+ Kg5 45. Rg3+ Kh4 46. Qh2# 1-0,1548.0,1415.0,8.0,-8.0,Center Game #2,C21
1. e4 g6 2. d4 Bg7 3. c3 e6 4. Bd3 f5 5. exf5 gxf5 6. Nf3 Qf6 7. Bg5 Qg6 8. O-O h6 9. Bf4 Nf6 10. Bxc7 Nc6 11. Be5 O-O 12. Nh4 Qg5 13. Nf3 Qh5 14. Be2 Ng4 15. Bg3 Rf6 16. Be5 Rg6 17. Bxg7 Rxg7 18. h3 Nf6 19. Ne5 Qe8 20. Nxc6 dxc6 21. Bf3 Nd5 22. c4 Bd7 23. c5 b6 24. Bxd5 Rb8 0-1,1561.0,1503.0,-13.0,14.0,Robatsch (Modern) Defense,B06
1. e4 e5 2. Bc4 c6 3. Nf3 d5 4. exd5 cxd5 5. Bb3 Nc6 6. Ba4 Bd6 7. O-O e4 8. Re1 Nf6 9. d3 O-O 10. dxe4 dxe4 11. Nd4 Qc7 12. g3 a6 13. Bxc6 bxc6 14. Bg5 Be5 15. Bxf6 Bxf6 16. Nb3 Bxb2 17. Nb1d2 Rd8 18. Rb1 Qe5 19. Rxe4 Qxe4 20. Nxe4 Rxd1+ 21. Rxd1 Bf5 22. Nd6 Bxc2 23. Rd2 Bxb3 24. Rxb2 Bd5 25. Nf5 g6 26. Ne7+ Kg7 27. Nxd5 cxd5 28. Kg2 d4 29. Rc2 d3 30. Rd2 Rd8 31. Kf3 a5 32. Ke3 Re8+ 33. Kxd3 Re1 34. Kc2 Rh1 35. f3 h5 36. h4 Kh6 37. Rd5 Rg1 38. Rxa5 Rxg3 39. Ra3 g5 40. hxg5+ Kxg5 41. Rd3 h4 42. f4+ Kxf4 43. Rxg3 Kxg3 0-1,1489.0,1561.0,-9.0,9.0,Bishop's Opening: Philidor Counterattack,C23
1. e4 c5 2. Nf3 d6 3. h3 Nc6 4. d4 cxd4 5. Nxd4 e5 6. Nxc6 bxc6 7. Nc3 Nf6 8. Bc4 Rb8 9. Rb1 Nxe4 10. Nxe4 d5 11. Bxd5 cxd5 12. Nc3 Bb7 13. O-O Qd7 14. f4 d4 15. Ne2 Qd5 16. Kf2 f6 17. fxe5 fxe5 18. Ke1 Bb4+ 19. c3 d3 20. cxb4 Qxg2 21. Qxd3 Be4 22. Qd6 Rd8 23. Qxe5+ Kd7 24. Rf7+ Kc8 25. Qc7# 1-0,1492.0,1525.0,12.0,-53.0,Sicilian Defense,B50
1. e4 d5 2. e5 d4 3. Nf3 Nc6 4. c3 d3 5. Na3 f6 6. exf6 Nxf6 7. Qa4 Qd5 0-1,1347.0,1519.0,-6.0,23.0,Scandinavian Defense,B01
1. e3 d5 2. b3 e5 3. Bb2 Qg5 4. g3 Nf6 5. Bh3 Nc6 6. Qf3 Bb4 7. c3 O-O 8. Ne2 Bg4 9. Qg2 Bxe2 10. Kxe2 Bxc3 11. Bxc3 d4 12. Ba5 Rae8 13. Bxc7 dxe3 14. dxe3 Qxe3+ 15. Kxe3 Nd4 16. Qxb7 Nc2+ 17. Kf3 Nxa1 18. Bd6 e4+ 19. Kg2 Nc2 20. Bxf8 Kxf8 21. Rc1 Ne3+ 22. Kg1 Kg8 23. Qxa7 h6 24. Qxe3 Ng4 25. Bxg4 g6 26. Rc7 f5 27. Qa7 h5 28. Rg7+ Kf8 29. Rf7+ Kg8 30. Rg7+ Kf8 31. Be2 f4 32. Bc4 e3 33. Rf7+ Kg8 34. Qc5 exf2+ 35. Kxf2 Kh8 36. Qc7 fxg3+ 37. Kxg3 Kg8 38. Rg7+ Kf8 39. Rg8# 1-0,1162.0,1244.0,17.0,-21.0,Van't Kruijs Opening,A00
1. d4 b6 2. c4 e6 3. Nc3 Bb7 4. a3 g6 5. h3 Bg7 6. Nf3 Bxf3 7. exf3 Qf6 8. Be2 Qxd4 9. Qxd4 Bxd4 10. O-O Bxc3 11. bxc3 Ne7 12. Bd3 f5 13. Be3 c5 14. Rab1 Nbc6 15. Bh6 Na5 16. a4 Nec6 17. g4 Ne5 18. Be2 O-O-O 19. Bg7 Rhg8 20. Bxe5 d6 21. Bf6 Rdf8 22. g5 e5 23. Rbd1 Kc7 24. Rd3 f4 25. Rfd1 Nb7 26. Rd3d2 Rf7 27. Bd3 Na5 28. Kf1 Nb3 29. Re2 Na5 30. Be4 Nxc4 31. Bd5 Rxf6 32. Bxg8 Rf5 33. Bxc4 Rxg5 34. Red2 Rf5 35. Rxd6 e4 36. Rd7+ Kb8 37. Rd8+ Kc7 38. Rd1d7+ Kc6 39. Bb5# 1-0,1627.0,1633.0,11.0,-11.0,English Defense,A40
1. d4 d5 2. Nf3 Nf6 3. e3 Bf5 4. Nh4 Bg6 5. Nxg6 hxg6 6. Bd3 e6 7. Qe2 Bd6 8. Nd2 c5 9. c3 c4 10. Bc2 Nc6 11. e4 dxe4 12. Nxe4 e5 13. Nxf6+ gxf6 14. Qxc4 Qc7 15. Bb3 Na5 16. Ba4+ Nc6 17. d5 a6 18. dxc6 b5 19. Bxb5 axb5 20. Qxb5 Rb8 21. Qa6 Kf8 22. Be3 Kg7 23. O-O-O Ra8 24. b4 Rxa6 0-1,1360.0,1722.0,-3.0,35.0,"Queen's Pawn Game: Colle System, Anti-Colle",D04
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. O-O d6 7. d4 Bb6 8. Ba3 exd4 9. cxd4 Bg4 10. Nc3 0-1,1769.0,1799.0,-9.0,74.0,"Italian Game: Evans Gambit, Lasker Defense",C52
1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Nc3 e6 6. Be2 Bd6 7. O-O Nf6 8. Bg5 O-O 9. Qd2 Be7 10. Rfe1 Qc7 11. Bf4 Qd7 12. Bb5 a6 13. Ba4 b5 14. Bb3 Qa7 15. Nh4 Qd7 16. Bh6 gxh6 17. Qxh6 Ne4 18. Nxe4 dxe4 19. Rxe4 f5 20. Rxe6 Kh8 21. Nxf5 Rxf5 22. Rae1 Bf8 23. Qh3 Rg5 24. Re1e4 Qg7 25. g3 Bxe6 26. Bxe6 Re8 27. d5 Ne5 28. f4 Nf3+ 29. Kh1 Rg6 30. f5 Rg5 31. Kg2 Nd4 32. c3 Nxe6 33. dxe6 Bd6 34. g4 Qf6 35. Qd3 Bb8 36. Qd7 Qh6 37. e7 Qxh2+ 38. Kf3 Qg3+ 39. Ke2 Qg2+ 40. Kd1 Qxe4 41. Qxe8+ Rg8 42. Qf7 Qxg4+ 43. Kc2 Qg2+ 44. Kb3 a5 45. e8=Q a4+ 46. Ka3 Bd6+ 47. b4 axb3+ 48. Kxb3 Rxe8 49. Qxe8+ Kg7 50. Qd7+ Kh6 51. Qxd6+ Kg5 52. f6 Qf3 53. Qe5+ Kg6 54. Qxb5 Qxf6 55. a4 Qe6+ 56. Ka3 Qd6+ 57. Qb4 Qd3 58. a5 h5 59. Qb6+ Kg5 60. Qc5+ Kg4 61. Kb4 Qb1+ 62. Kc4 Qa2+ 63. Kd3 Qb1+ 64. Kc4 Qa2+ 65. Kd4 Qd2+ 66. Kc4 Qa2+ 67. Kb5 Qb3+ 68. Qb4+ Qxb4+ 69. Kxb4 h4 70. a6 h3 71. a7 h2 72. a8=Q h1=B 73. Qxh1 Kf4 74. c4 Kg3 75. Qe1+ Kf3 76. Qd2 Ke4 77. Qc3 Kf4 78. Qd3 Ke5 79. c5 Ke6 80. c6 Ke5 81. c7 Ke6 82. Qd4 Ke7 83. c8=Q Kf7 84. Qd6 Kg7 85. Qcc7+ Kg8 86. Qdd8# 1-0,1533.0,1712.0,16.0,-17.0,Caro-Kann Defense,B10
1. e4 e6 2. b3 d6 3. Bb2 e5 4. g3 Nf6 5. Bh3 Bxh3 6. Nxh3 Nxe4 7. f3 Nc5 8. d4 exd4 9. Bxd4 Qe7+ 10. Qe2 Qxe2+ 11. Kxe2 Ne6 12. Bc3 Nc6 13. Re1 Ncd4+ 14. Bxd4 Nxd4+ 15. Kd3+ Ne6 16. Nf4 Kd7 17. Nc3 Ng5 18. Re3 g6 19. h4 Ne6 20. Nxe6 fxe6 21. Ne4 Bg7 22. Rd1 Rhf8 23. f4 b6 24. Ng5 e5 25. fxe5 Bxe5 26. Nxh7 Rf2 27. Ng5 Rg2 28. Ne4 Rf8 29. Kc4 Rxc2+ 30. Kd3 Rxa2 31. Kc4 Rc2+ 32. Nc3 a6 33. Kd3 Rxc3+ 34. Ke4 Rxe3+ 35. Kxe3 Bxg3 36. Rh1 c5 37. h5 g5 38. h6 Bh4 39. Ra1 a5 40. Ke4 Rh8 41. Kf5 Rxh6 42. b4 cxb4 43. Ke4 Re6+ 44. Kd5 Re5+ 45. Kc4 b5+ 46. Kb3 Re3+ 47. Ka2 a4 48. Rd1 g4 49. Rg1 g3 50. Rg2 Rf3 51. Rg1 Rf2+ 52. Kb1 g2 53. Rxg2 Rxg2 0-1,1744.0,1773.0,-10.0,9.0,French Defense: Horwitz Attack,C00
1. e4 Nf6 2. Nf3 Nxe4 3. Nc3 Nxc3 4. dxc3 e6 5. Bg5 Be7 6. h4 O-O 7. Bc4 d5 8. Bd3 c5 9. b3 Nc6 10. Qd2 e5 11. Be2 e4 12. Nh2 h6 13. Bxe7 Qxe7 14. O-O-O Be6 15. Bg4 Rad8 16. Qe2 Qxh4 17. Bxe6 fxe6 18. Ng4 Qg5+ 19. Kb2 Ne5 20. Nxe5 Qxe5 21. f3 d4 22. fxe4 dxc3+ 23. Kb1 Qc7 24. Qe3 Qa5 25. Rde1 b5 26. Qxc5 Rc8 27. Qd4 Qa3 0-1,1720.0,1865.0,-6.0,6.0,Alekhine Defense: John Tracy Gambit,B02
1. Nc3 c5 2. d3 g6 3. e4 Bg7 4. f4 Nc6 5. Nf3 e6 6. Be3 Nge7 7. Qe2 Qb6 8. Na4 Qa5+ 9. Nc3 d6 10. Bd2 b5 11. Nd5 Qd8 12. Nxe7 Qxe7 13. O-O-O b4 14. d4 Nxd4 15. Nxd4 Bxd4 16. Qb5+ Bd7 17. Qb7 O-O 18. Bb5 Rfd8 19. Bxd7 Qxd7 20. Qxd7 Rxd7 21. c3 bxc3 22. Bxc3 Bxc3 23. bxc3 Rad8 24. Kc2 d5 25. e5 d4 26. c4 Rb8 27. Rb1 Rdb7 28. Rxb7 Rxb7 29. Rc1 Kf8 30. Kd3 Ke7 31. Rc2 Kd7 32. Ke4 Ke7 33. g4 f6 34. exf6+ Kxf6 35. h4 h6 36. g5+ hxg5 37. hxg5+ Ke7 38. Ke5 Rb1 39. Re2 d3 40. Rd2 Re1+ 41. Re2 Rxe2# 0-1,1871.0,1714.0,-15.0,15.0,Van Geet Opening,A00
1. d4 Nc6 2. e3 d5 3. Bd3 Bf5 4. Bd2 e6 5. Nf3 Bxd3 6. cxd3 Bb4 7. e4 Bxd2+ 8. Kxd2 dxe4 9. dxe4 Nxd4 10. Nc3 Nxf3+ 11. Ke2 Nd4+ 12. Ke3 Nc2+ 13. Qxc2 Qd6 14. Qa4+ c6 15. Qb3 O-O-O 16. Rad1 Qc5+ 17. Rd4 Qxd4+ 18. Kf3 Qf6+ 19. Ke3 g5 20. f3 Qf4+ 21. Ke2 Qd2+ 22. Kf1 Qc1+ 23. Kf2 Qd2+ 24. Kg3 Qf4+ 25. Kf2 Rd2+ 26. Kf1 Qe3 27. Qb4 Qf2# 0-1,1500.0,1511.0,-169.0,66.0,Mikenas Defense,A40
1. e3 d5 2. b3 e5 3. Bb2 Nf6 4. g3 Nc6 5. Bg2 Bf5 6. Na3 Bd6 7. Nb5 O-O 8. c4 dxc4 9. bxc4 a6 10. Nc3 Bc5 11. Nf3 Bd3 12. Ng5 e4 13. Nd5 h6 14. Nh3 Kh8 15. Bc3 Bb4 16. Bxb4 a5 17. Bxf8 Qxf8 18. Nxc7 Qb4 19. Nxa8 Qxc4 20. Rc1 Ng4 21. Rxc4 Bxc4 22. Nc7 Nce5 23. Ne8 Nd3+ 24. Kf1 Nb2+ 25. Kg1 Nxd1 26. Bxe4 Ndxf2 27. Bf5 Bd5 28. Nd6 Bxh1 29. Nxf7+ Kg8 30. Be6 Nxh3+ 31. Kxh1 Nhf2+ 32. Kg2 Kf8 33. Kf3 h5 34. Kf4 Nd3+ 35. Kg5 Nc5 36. Kxh5 Nxe6 37. Kxg4 Kxf7 38. d4 Ke7 39. d5 Nc5 40. Kf4 Nd3+ 41. Ke4 Nc1 42. Ke5 Kd7 43. d6 Nxa2 44. h4 Nc3 45. g4 Ne2 46. g5 a4 47. h5 a3 48. h6 gxh6 49. gxh6 a2 50. h7 a1=Q+ 51. Kf5 Qe5+ 52. Kg6 Qg7+ 53. Kxg7 Nf4 54. h8=Q Kxd6 55. Qh4 b6 56. Qxf4+ Kc6 57. Qb4 b5 58. e4 Kd7 59. e5 Kd8 60. Qe4 b4 61. Qxb4 Ke8 62. e6 Kd8 63. Qe4 Ke8 64. e7 Kd7 65. e8=Q+ Kc7 66. Qe4e6 Kb7 67. Qe8e7+ Kb8 68. Qg8# 1-0,1179.0,1223.0,15.0,-18.0,Van't Kruijs Opening,A00
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 d5 5. dxe5 Nxe4 6. Bb5 Bd7 7. e6 Bxe6 8. Bxc6+ bxc6 9. Kf1 Bc5 10. Ne5 Nxf2 11. Qe2 Nxh1 12. Nxc6 Qd6 13. Qb5 Qf4+ 14. Bxf4 O-O 15. Qxc5 Rae8 16. Nc3 Bf5 17. Re1 Re6 18. Rxe6 Bxe6 19. Ne7+ Kh8 20. Qxc7 Rc8 1-0,1341.0,1290.0,10.0,-14.0,"Italian Game: Two Knights Defense, Open Variation",C55
1. c4 d6 2. e4 Nf6 3. Nc3 e5 4. Nf3 Be6 5. d3 Be7 6. h3 c5 7. Be2 Nc6 8. a3 Qa5 9. Bd2 Qb6 10. Rb1 Nd4 11. Nxd4 exd4 12. Nd5 Nxd5 13. exd5 Bd7 14. Bg4 f5 15. Bh5+ g6 16. Bf3 O-O-O 17. Qe2 Rhe8 18. O-O Bg5 19. Qd1 f4 20. a4 Bh6 21. a5 Qc7 22. Qc2 Bf5 23. b4 g5 24. b5 b6 25. axb6 axb6 26. Ra1 Kd7 27. Ra6 Ra8 28. Qa4 Bxd3 29. Rxa8 Rxa8 30. Qxa8 Bxc4 31. Re1 Bxb5 32. Qe8# 1-0,1511.0,1430.0,9.0,-9.0,English Opening,A10
1. d4 d5 2. c4 Bf5 3. Bf4 dxc4 4. e3 e6 5. Bxc4 Bd6 6. Qa4+ c6 7. Bxd6 b5 8. Qb4 bxc4 9. Bf8 Ne7 10. Bxg7 Rg8 11. Bf6 Rg6 12. Bxe7 Qc7 13. Bf8 Na6 14. Qa3 Rb8 15. Nd2 Nb4 16. O-O-O e5 17. Nxc4 Kxf8 18. Nd6 Qxd6 19. Qxa7 Rxg2 20. Nh3 Rxf2 21. Nxf2 Bg6 22. Ng4 h6 23. Nxh6 Bh5 24. Rhg1 Bxd1 25. Rf1 exd4 26. Qxf7# 1-0,1577.0,1331.0,34.0,-61.0,Queen's Gambit Refused: Baltic Defense,D02
1. e4 c5 2. Nf3 Nc6 3. Bb5 d6 4. c3 Bd7 5. d4 cxd4 6. cxd4 Qa5+ 7. Nc3 Rc8 8. d5 Nb8 9. Bxd7+ Nxd7 10. Bd2 Ngf6 11. Qc2 Qa6 12. Nd4 g6 13. Qb3 Bg7 14. Ndb5 O-O 15. O-O Ne8 16. Rac1 Nc7 17. Nxc7 Rxc7 18. Na4 Rxc1 19. Rxc1 b5 20. Nc3 Qb7 21. Nxb5 Rc8 22. Nxa7 Rxc1+ 23. Bxc1 Qxa7 24. Be3 Qa5 25. h3 Be5 26. Kf1 Nc5 27. Qb8+ Kg7 28. a3 Nd3 29. b4 Qa4 30. Ke2 Qc2+ 31. Bd2 Bc3 0-1,1472.0,1504.0,-39.0,9.0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Ne7 5. f4 Nbc6 6. Bb5 Bd7 7. Bxc6 Bxc6 8. Nf3 cxd4 9. cxd4 Nf5 10. Nc3 Bb4 11. O-O O-O 12. g4 Nh4 13. a3 Nxf3+ 14. Qxf3 Bxc3 15. bxc3 Rc8 16. Bd2 Bb5 17. Rf2 Bc4 18. f5 a5 19. g5 b5 20. h4 exf5 21. Qxf5 Qe7 22. h5 Rc6 23. h6 gxh6 24. gxh6 Rg6+ 25. Kh1 Qh4+ 26. Rh2 Qg3 27. Qf2 Qd3 28. Rg1 Qc2 29. Rhg2 Bd3 30. Rg3 f6 31. Rxg6+ hxg6 32. e6 Be4+ 33. Kh2 Bf5 34. e7 Re8 35. Qe2 Rxe7 36. Qxe7 Qxd2+ 37. Rg2 Qxh6+ 38. Kg1 Qf8 39. Qb7 Qd6 40. Qa8+ Kf7 41. Qb7+ Qd7 42. Qb6 Be4 43. Rf2 Qg4+ 44. Kf1 Qh3+ 45. Ke1 Qe3+ 46. Kf1 Bd3+ 47. Kg1 Qg3+ 48. Rg2 Qe1+ 49. Kh2 Qh4+ 50. Kg1 Qe1+ 51. Kh2 Qh4+ 52. Kg1 Qe1+ 53. Kh2 Qh4+ 54. Kg1 Qe1+ 1/2-1/2,1725.0,1785.0,2.0,-2.0,French Defense: Advance Variation #2,C02
1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Nc3 Bf5 6. Bg5 Nf6 7. Bb5 a6 8. Ba4 b5 9. Bb3 e6 10. O-O Bd6 11. Qe1 h6 12. Bh4 O-O 13. Ne5 Nxd4 14. Rd1 Nxb3 15. cxb3 Be7 16. Nc6 Qc7 17. Nxe7+ Qxe7 18. Nxd5 Nxd5 19. Rxd5 Qxh4 20. Rd7 e5 21. Qxe5 Bxd7 0-1,1729.0,1856.0,-7.0,7.0,Caro-Kann Defense,B10
1. d4 d6 2. e4 Nd7 3. Bb5 c6 4. Bc4 e5 5. d5 Ngf6 6. Bg5 h6 7. Bh4 c5 8. Qf3 a6 9. a4 Qb6 10. b3 Qa5+ 11. Nd2 b5 12. Be2 Be7 13. Bxf6 Bxf6 14. Qh3 Bg5 15. Nf3 Nf6 16. Qg3 Nxe4 17. Rd1 Nxg3 18. fxg3 Be3 19. Nh4 bxa4 20. Nf5 Bxf5 21. bxa4 Bxc2 22. Ra1 Qxd2+ 23. Kf1 Bd3 24. Re1 Rb8 0-1,1668.0,1907.0,-5.0,6.0,Rat Defense: Antal Defense,B07
1. e4 c5 2. Nf3 g6 3. Bc4 Bg7 4. O-O e6 5. d4 Ne7 6. d5 exd5 7. exd5 d6 8. Re1 O-O 9. Bg5 f6 10. Bf4 g5 11. Bg3 Nf5 12. h4 Nxg3 13. fxg3 h6 14. Qd3 Nd7 15. Qg6 Ne5 16. Rxe5 fxe5 17. hxg5 Bf5 18. Qh5 e4 19. gxh6 exf3 20. hxg7 f2+ 21. Kf1 Rf7 22. Nc3 1-0,1856.0,1729.0,7.0,-7.0,Sicilian Defense: Hyperaccelerated Dragon,B27
1. d4 e5 2. c4 exd4 3. Qxd4 Nc6 4. Qd1 d6 5. Nc3 Nf6 6. Nf3 Be7 7. a3 Bf5 8. Bg5 O-O 9. e3 d5 10. cxd5 Nxd5 11. Nxd5 Bxg5 12. Nxg5 Qxg5 13. Nxc7 Rad8 14. Nd5 Be4 15. Bc4 Bxd5 16. Qc2 Qxg2 17. O-O-O Be4 18. Bd3 Bxd3 19. Rxd3 Qxh1+ 20. Rd1 Rxd1+ 21. Qxd1 Qxd1+ 0-1,1856.0,1786.0,-13.0,13.0,Englund Gambit,A40
1. e4 d5 2. e5 d4 3. d3 Qd5 4. Nf3 h6 5. c3 dxc3 6. Nxc3 Qc6 7. d4 Bg4 8. Be2 Qg6 9. Nd5 Na6 10. Nh4 O-O-O 11. Nxg6 fxg6 12. Bxg4+ 1-0,1351.0,1542.0,15.0,-57.0,Scandinavian Defense,B01
1. e4 c5 2. c3 g6 3. d4 cxd4 4. cxd4 Bg7 5. Nf3 e6 6. Nc3 Ne7 7. Bc4 a6 8. O-O b5 9. Bb3 Bb7 10. Be3 d5 11. e5 b4 12. Ne2 a5 13. Ba4+ Nd7 14. Qd3 Ba6 15. Bb5 Bxb5 16. Qxb5 O-O 17. a3 Nf5 18. axb4 Nxe3 19. fxe3 Nb6 20. bxa5 Nc4 21. a6 Qd7 22. Qxd7 1-0,1695.0,1757.0,11.0,-125.0,Sicilian Defense: Alapin Variation,B22
1. e4 Nc6 2. d4 e5 3. d5 Nce7 4. Nc3 Ng6 5. Bd3 Bb4 6. a3 Bxc3+ 7. bxc3 d6 8. Be3 Nf6 9. c4 Bd7 10. Nf3 Bg4 11. O-O Qd7 12. Be2 Nf4 13. Bxf4 Nh5 14. h3 Bxh3 15. Bxe5 Bxg2 16. Bxg7 Bxf1 17. Bxf1 Qg4+ 18. Bg2 Qxg7 19. Rb1 Nf4 20. Nh4 O-O-O 21. Qf3 Nxg2 22. Nxg2 Rhg8 23. Kf1 Qd4 24. Qh3+ Kb8 25. Qxh7 Qxc4+ 26. Ke1 Qxc2 27. Rd1 Rxg2 28. Qxf7 Rg1# 0-1,1421.0,1520.0,-9.0,8.0,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00
1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 a6 6. Nd5 h6 7. Nxf6+ Qxf6 8. Bd2 Be7 9. Bc3 Qg6 10. Rd1 O-O 11. g3 Bb4 12. Bd3 Bxc3+ 13. bxc3 Qf6 14. Bc4 d6 15. f3 b5 16. Bd5 Bb7 17. Nh3 Rab8 18. Bxc6 Bxc6 19. Nf4 b4 20. Nh5 Qe5 21. Nf4 bxc3 22. Ne2 Rb2 23. Nxc3 Rxc2 24. Rc1 Rxc1+ 25. Qxc1 Bd7 26. Nd5 c6 27. Nb6 Qa5+ 28. Kd1 Qxb6 29. Qd2 Qb1+ 30. Qc1 Qxc1+ 31. Kxc1 c5 32. Rd1 Bh3 33. Rxd6 Bg2 34. Rd3 c4 35. Rc3 Rc8 36. Kd2 Bf1 37. Ke1 Bd3 38. e5 Rc5 39. f4 g5 40. Kf2 Kg7 41. Kf3 Kg6 42. fxg5 hxg5 43. g4 Rxe5 44. a3 f6 45. h3 f5 46. gxf5+ Kxf5 47. Kg3 Re3+ 48. Kh2 Kf4 49. Kg2 Rg3+ 50. Kh2 Kf3 0-1,1556.0,1525.0,-14.0,14.0,Center Game: Berger Variation,C22
1. e4 c5 2. Nf3 d6 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 g6 6. Be3 Bg7 7. Bc4 Nf6 8. Bb3 O-O 9. Qd3 Nb4 10. Qe2 Ng4 11. O-O-O a5 12. h3 Nxe3 13. Qxe3 Bd7 14. a3 Nc6 15. Nxc6 Bxc6 16. f4 b5 17. Rhe1 b4 0-1,1722.0,1863.0,-7.0,7.0,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",B35
1. d4 b6 2. e3 Bb7 3. Bd3 a6 4. Nf3 g6 5. e4 c6 6. d5 b5 7. dxc6 Bxc6 8. e5 e6 9. Ng5 f6 10. f3 fxg5 11. Be4 Bxe4 12. fxe4 g4 13. Qd6 Bxd6 14. exd6 h5 15. Rf1 h4 16. Rf4 h3 17. gxh3 g3 18. hxg3 Rxh3 19. Rg4 Rh1+ 20. Kf2 Qb6+ 21. Kf3 Rf1+ 22. Kg2 Qg1+ 23. Kh3 Qh1# 0-1,1270.0,1646.0,-28.0,3.0,English Defense #2,A40
1. b3 d5 2. Bb2 e5 3. a4 f5 4. a5 c5 5. a6 bxa6 6. e3 d4 7. exd4 cxd4 8. Bd3 e4 9. Bf1 d3 10. cxd3 exd3 11. Bxd3 Qxd3 12. Qe2+ Kd7 13. Qxd3+ Ke7 14. Qe3+ Kd7 15. Qd3+ Ke7 16. Ba3+ Kf6 17. Qc3+ Kg5 18. Bxf8 Nf6 19. Bxg7 Bb7 20. Qxf6+ Kf4 21. Qe5+ Kg4 22. Bxh8 Bxg2 23. h3+ Kh4 24. Qg3+ Kh5 25. Qxg2 a5 26. Qxa8 Nd7 27. Qxa7 Nf6 28. Qf7+ Kg5 29. h4+ Kg4 30. f3+ Kf4 31. Kf2 Nd5 32. Ne2# 1-0,1649.0,1242.0,3.0,-22.0,Nimzo-Larsen Attack: Classical Variation,A01
1. e4 e5 2. Nf3 d6 3. Bc4 Nf6 4. Nc3 h6 5. d4 Be7 6. dxe5 dxe5 7. Qxd8+ Bxd8 8. Nxe5 Nbd7 9. Nxf7 Rf8 10. Nxd8 Kxd8 11. O-O Ne5 12. Bb3 Bg4 13. Bf4 Re8 14. f3 Bh5 15. Rad1+ Ke7 16. Bxe5 1-0,1871.0,1627.0,6.0,-26.0,Philidor Defense #3,C41
1. d4 d5 2. c4 e6 3. c5 c6 4. b4 a5 5. a3 axb4 6. e3 Qa5 7. Bd2 Nd7 8. Bxb4 Qa7 9. Nf3 Ngf6 10. Be2 h6 11. O-O b6 12. cxb6 Qxb6 13. Bxf8 Nxf8 14. Nc3 Nf8d7 15. Rb1 Qc7 16. Rb3 Ng4 17. g3 g5 18. Qd2 Ndf6 19. Ne1 e5 20. dxe5 Qxe5 21. Qd4 Qxd4 22. exd4 Ne4 23. Nxe4 dxe4 24. Bxg4 Bxg4 25. Ng2 Be6 26. Rb7 Rxa3 27. Rb8+ Ke7 28. Rxh8 Bc4 29. Rc1 Bd5 30. Ne3 Bb3 31. Rxc6 Ra1+ 32. Kg2 Ba4 33. Rcxh6 Bb5 34. Rh5 g4 35. Re5+ Kd6 36. Rxb5 Ke6 37. Rh6+ Ke7 38. Re5+ Kd7 39. Rxe4 f5 40. Re5 Ra8 41. Rxf5 Ke7 42. Rb5 Kd7 43. Rbb6 Rc8 44. Nxg4 Ke7 45. Rb7+ Kd8 46. Rh8# 1-0,1514.0,1550.0,12.0,-22.0,Queen's Gambit Declined,D30
